Date,Store,Category,Amount,ExcludeWE,Description
2017-06-22,Dan Murphy's,Alcohol,-10.0,NO,Beers
2017-06-24,Others,Pleasure,-57.6,NO,Beers on friday and lunch
2017-06-24,Netflix,Utilities,-12.0,YES,Netflix
2017-06-24,Others,Daily Expenses,-5.5,NO,Crepe
2017-06-24,Others,Daily Expenses,-3.47,NO,Potato and melon
2017-06-24,Grilld,Daily Expenses,-4.8,NO,Papitas gatito
2017-06-24,Woolworths,Daily Expenses,-2.1,NO,Peanuts
2017-06-24,Coles,Daily Expenses,-7.32,NO,Gatorade and sardines
2017-06-24,Others,Daily Expenses,-27.0,NO,Ribs
2017-06-25,Church,Daily Expenses,-14.0,NO,Church
2017-06-25,ALDI,Daily Expenses,-8.7,NO,"Cookies, ladies stuff, bacon and glass for the bathroom"
2017-06-26,Woolworths,Daily Expenses,-15.89,NO,"Doritos, pies, bread, juice and cheese"
2017-06-26,Others,Health,-1000.0,YES,Glasses for padre
2017-06-27,Others,Daily Expenses,-4.5,NO,Fries
2017-06-27,Gasoline,Transport,-41.17,YES,Gasoline
2017-06-27,,Salary,2871.47,,Salary Juan
2017-06-28,GU Health,Health,-10.0,YES,pool
2017-06-28,TPG,Utilities,-70.0,YES,internet
2017-06-28,Woolworths,Daily Expenses,-13.98,NO,"Ice cream, chicken, eggs, flan and milk"
2017-06-29,Coles,Daily Expenses,-5.14,NO,"Chips, sausages and corn"
2017-06-30,Click Energy,Utilities,-76.39,YES,Electricity
2017-06-30,McDonalds,Daily Expenses,-4.95,NO,Fries + coke
2017-06-30,Others,Daily Expenses,-10.0,NO,Lunch raccoon
2017-06-30,Coles,Daily Expenses,-4.0,NO,Juice
2017-06-30,Others,Daily Expenses,-9.5,NO,pizza
2017-06-30,Dan Murphy's,Alcohol,-10.0,NO,Beers
2017-06-30,Guzman y Gomez,Daily Expenses,-5.0,NO,Nachos
2017-07-01,Woolworths,Daily Expenses,-9.69,NO,"popcorn, yogurt and cereal"
2017-07-01,,Interest,100.99,,Interests before Term deposit
2017-07-01,Fridays,Pleasure,-31.45,NO,Happy ours day lunch
2017-07-02,Others,Daily Expenses,-6.88,NO,"Mandarin, apples, capsicum, something else"
2017-07-02,Woolworths,Daily Expenses,-3.69,NO,Chips
2017-07-02,Coles,Daily Expenses,-17.5,NO,"mop, water, milk, pies"
2017-07-02,Others,Daily Expenses,-14.0,NO,Chicken and sausages
2017-07-03,Guzman y Gomez,Daily Expenses,-15.0,NO,Nachos and coke friday
2017-07-03,ALDI,Daily Expenses,-15.08,NO,"Kinoa, toffu, tomatos and corn"
2017-07-03,Woolworths,Daily Expenses,-3.99,NO,Ice cream
2017-07-03,Dr Nicola Fitzgerald,Baby,-125.0,YES,Ultrasound scan 12th week
2017-07-04,eBay,Gift,-46.54,YES,Raspberri Pi 3
2017-07-04,Woolworths,Daily Expenses,-5.54,NO,Melon and chicken
2017-07-05,Telstra,Utilities,-35.0,YES,Phone gatito
2017-07-05,Woolworths,Daily Expenses,-4.74,NO,Chorizo and gatorade
2017-07-05,Others,Daily Expenses,-8.5,NO,Fries and cookies
2017-07-06,Others,Daily Expenses,-23.8,NO,Lunch color appointment
2017-07-07,Others,Daily Expenses,-4.7,NO,Chips
2017-07-07,Others,Daily Expenses,-6.25,NO,Vegetables
2017-07-07,ALDI,Daily Expenses,-12.04,NO,Shrimps
2017-07-07,Guzman y Gomez,Daily Expenses,-14.5,NO,Burrito
2017-07-08,Coles,Daily Expenses,-6.27,NO,Chicken and gatorade
2017-07-08,Gasoline,Transport,-43.83,YES,Gasoline
2017-07-08,Others,Daily Expenses,-12.33,NO,Vegetables
2017-07-08,Telstra,Utilities,-12.5,YES,Mobile angel
2017-07-08,Dan Murphy's,Alcohol,-42.0,YES,Mery's Birthday
2017-07-09,Others,Alcohol,-10.0,NO,Beer mery's birthday
2017-07-09,Coles,Daily Expenses,-14.15,NO,"Gatorade, sausages, pop corn, fries and corn"
2017-07-09,MyKi,Transport,-324.72,YES,MyKi July
2017-07-10,Others,Daily Expenses,-3.8,NO,Hot chocolate
2017-07-10,Woolworths,Daily Expenses,-21.61,NO,"burgers, chicken, tic tacs, bread chocolate"
2017-07-10,Others,Daily Expenses,-5.5,NO,Lord of the fries fries
2017-07-11,ALDI,Daily Expenses,-6.71,NO,Toffu and frozen berries
2017-07-11,Coles,Daily Expenses,-8.0,NO,"Crackers, pies, peas"
2017-07-11,,Salary,2871.47,,Salary Juan
2017-07-12,Apple,Gift,-154.0,YES,AirPods angel
2017-07-12,Others,Daily Expenses,-3.8,NO,Hot Chocolate
2017-07-13,Guzman y Gomez,Daily Expenses,-15.0,NO,Lunch
2017-07-13,Others,Pleasure,-63.0,YES,Concert tickets
2017-07-13,Chemist,Baby,-11.99,YES,Vitamins
2017-07-13,ALDI,Daily Expenses,-3.0,NO,something
2017-07-13,Woolworths,Daily Expenses,-5.43,NO,Something else
2017-07-13,Others,Alcohol,-11.5,NO,Beers
2017-07-13,Others,Daily Expenses,-3.8,NO,Coffee
2017-07-13,GU Health,Health,-217.0,YES,Gu Health
2017-07-13,Dr Nicola Fitzgerald,Baby,-179.9,YES,Second super tata news
2017-07-14,,Salary,5746.0,,Salary Ana
2017-07-15,Woolworths,Daily Expenses,-32.27,NO,Chicken and Salmon
2017-07-16,Others,Daily Expenses,-12.91,NO,Vegetables
2017-07-16,Church,Daily Expenses,-18.5,NO,Tata thanks :)
2017-07-16,Coles,Daily Expenses,-3.0,NO,Pie
2017-07-16,Others,Daily Expenses,-1.25,NO,Chicken
2017-07-16,Coles,Daily Expenses,-13.3,NO,"Pringles, mango, something"
2017-07-17,BACB,Rent,-1520.0,YES,Rent
2017-07-17,Woolworths,Daily Expenses,-19.31,NO,"Soap, doritos, bread, cheese, cucumber"
2017-07-17,Others,Daily Expenses,-3.8,NO,Coffee
2017-07-18,Others,Daily Expenses,-5.5,NO,Fries
2017-07-19,Guzman y Gomez,Daily Expenses,-15.0,NO,Nachos
2017-07-19,Woolworths,Daily Expenses,-14.0,NO,Some crackers and more stuff
2017-07-19,Woolworths,Daily Expenses,-10.85,NO,"Paper towels, twixt, tomato sauce, "
2017-07-21,Others,Daily Expenses,-8.32,NO,Cheese and mushrooms
2017-07-21,Coles,Daily Expenses,-4.0,NO,Ketchup
2017-07-21,Dan Murphy's,Alcohol,-12.0,NO,Coronas
2017-07-21,Others,Daily Expenses,-15.5,NO,Meat
2017-07-22,Others,Health,-8.0,YES,Massage
2017-07-22,Gasoline,Transport,-46.44,YES,Gasoline glassdoor
2017-07-22,ALDI,Daily Expenses,-15.72,NO,"Milk, ice cream, juice, cereal, condense milk and tuna"
2017-07-22,Others,Daily Expenses,-5.5,NO,crepe on friday
2017-07-22,Others,Clothing,-129.33,YES,Tommy pants
2017-07-22,Others,Clothing,-48.58,YES,Calvin Klein shirts
2017-07-22,Others,Clothing,-78.0,YES,Sweaters wife
2017-07-22,Others,Pleasure,-25.0,NO,Fish and Chips
2017-07-23,Others,Daily Expenses,-8.5,NO,Candles
2017-07-23,ALDI,Daily Expenses,-6.55,NO,"Sugar, flour, etc"
2017-07-23,Others,Daily Expenses,-16.05,NO,Vegetables
2017-07-24,VicRoads,Transport,-317.0,YES,Penalty speed
2017-07-24,Grilld,Daily Expenses,-4.7,NO,Fries
2017-07-25,,Salary,2966.76,,Salary Juan
2017-07-25,Click Energy,Utilities,-36.78,YES,Gas
2017-07-25,Woolworths,Daily Expenses,-9.69,NO,"Oil, cookies, twixt x2, "
2017-07-27,Others,Daily Expenses,-3.8,NO,Coffee
2017-07-28,Others,Daily Expenses,-8.95,NO,KFC horrible lunch
2017-07-28,ALDI,Daily Expenses,-12.52,NO,"Bread, cheese, juice"
2017-07-28,Coles,Daily Expenses,-12.76,NO,"Chicken, chips, watermelon"
2017-07-29,Woolworths,Daily Expenses,-10.22,NO,"Bread, oreo, ice cream"
2017-07-29,Others,Daily Expenses,-34.0,NO,Ribs
2017-07-29,CityLink,Transport,-49.0,YES,Tolls
2017-07-29,TPG,Utilities,-70.0,YES,Internet
2017-07-30,Others,Daily Expenses,-9.0,NO,"The reject shop: window cleaner, glue and caddles"
2017-07-30,ALDI,Daily Expenses,-5.87,NO,"Tomatoes, strawberries and pasta"
2017-07-30,Others,Daily Expenses,-5.5,NO,Sausage
2017-07-30,Northland Shopping Center,Daily Expenses,-30.47,NO,"Platains, arepas, yuca"
2017-07-30,Others,Daily Expenses,-2.18,NO,The harvest: Melon and orange
2017-07-30,Woolworths,Daily Expenses,-20.1,NO,"Pasta, chicken, capcicum, watermelon and milk"
2017-07-31,Others,Daily Expenses,-3.8,NO,Coffee
2017-07-31,Click Energy,Utilities,-89.03,YES,Electricity
2017-07-31,Coles,Daily Expenses,-15.07,NO,"Yogurt, cheese, bassa"
2017-08-01,Others,Daily Expenses,-5.5,NO,Fries
2017-08-01,Woolworths,Daily Expenses,-9.39,NO,"Chips, pink milk, onions and cereal"
2017-08-01,,Interest,20.97,,Interest out of term deposit
2017-08-02,Others,Daily Expenses,-4.3,NO,Coffee
2017-08-02,Woolworths,Daily Expenses,-14.55,NO,"Pizza, pringles, pink milk, napkins"
2017-08-03,Others,Daily Expenses,-3.8,NO,Hot chocolate
2017-08-03,Others,Daily Expenses,-2.8,NO,Coke + tuna
2017-08-03,Coles,Daily Expenses,-5.45,NO,cheese
2017-08-03,Dan Murphy's,Alcohol,-47.95,NO,Vodka + Beer + pork crackle 
2017-08-03,Others,Daily Expenses,-6.7,NO,Meat
2017-08-03,Others,Daily Expenses,-2.8,NO,Sushi
2017-08-03,Telstra,Utilities,-35.1,YES,Telstra juan
2017-08-04,Others,Daily Expenses,-3.8,NO,Coffee
2017-08-04,Dan Murphy's,Alcohol,-9.0,NO,Beers devops
2017-08-04,Woolworths,Daily Expenses,-5.8,NO,Pizza and pasta
2017-08-04,Guzman y Gomez,Daily Expenses,-15.0,NO,Nachos
2017-08-05,Gasoline,Transport,-40.64,YES,Gasoline car
2017-08-05,ALDI,Daily Expenses,-5.6,NO,Butter and juice
2017-08-06,Church,Daily Expenses,-11.0,NO,"Pies, canddles and charity"
2017-08-06,Others,Daily Expenses,-10.14,NO,vegetables and fruits
2017-08-06,Woolworths,Daily Expenses,-10.39,NO,"Napkins, chicken, pizza"
2017-08-06,ALDI,Daily Expenses,-3.99,NO,Oat mean and eggs
2017-08-08,Woolworths,Daily Expenses,-21.9,NO,"Pizza, pringles, and meaaat and shampoo"
2017-08-09,ALDI,Daily Expenses,-3.7,NO,Juice
2017-08-09,,Salary,2871.47,,Salary Juan
2017-08-09,ALDI,Daily Expenses,-10.74,NO,arequipe and tuna
2017-08-10,Dan Murphy's,Alcohol,-21.0,NO,Beers can
2017-08-10,Woolworths,Daily Expenses,-8.38,NO,"Doritos, cereal and water"
2017-08-10,Guzman y Gomez,Daily Expenses,-14.5,NO,Nachos thursday
2017-08-11,Coles,Daily Expenses,-9.5,NO,Yogurt and honey
2017-08-12,Chemist,Baby,-14.95,YES,Iron
2017-08-12,Others,Daily Expenses,-9.5,NO,Pizza
2017-08-12,MyKi,Transport,-324.72,YES,Myki August
2017-08-13,Northland Shopping Center,Daily Expenses,-29.46,NO,Comida colombiana
2017-08-13,Others,Daily Expenses,-9.5,NO,Chicken and meat
2017-08-13,Woolworths,Daily Expenses,-5.57,NO,Broccoli and toothbrush
2017-08-13,Others,Daily Expenses,-14.0,NO,Fake cottage cheese
2017-08-13,Others,Daily Expenses,-4.48,NO,Dry fruits
2017-08-14,Telstra,Utilities,-12.5,YES,Mobile Ana
2017-08-14,Coles,Daily Expenses,-21.0,NO,"Crackers, meat pies, deodorants and ice cream"
2017-08-14,,Salary,5746.0,,Salary Ana
2017-08-15,ALDI,Daily Expenses,-4.2,NO,Ladies stuff + chips
2017-08-15,Yarra Valley Water,Utilities,-32.41,YES,Water is back!
2017-08-16,Others,Gift,-54.45,YES,Flowers for mama
2017-08-16,Woolworths,Daily Expenses,-18.67,NO,"Sausages, sour milk, joice, dumplings"
2017-08-17,Others,Daily Expenses,-7.0,NO,Fries after app dynamics and coke
2017-08-17,Others,Daily Expenses,-6.43,NO,Cheese
2017-08-17,Others,Daily Expenses,-3.15,NO,Chicken
2017-08-17,Woolworths,Daily Expenses,-1.73,NO,Watermelon
2017-08-17,Guzman y Gomez,Daily Expenses,-15.0,NO,Nachos
2017-08-18,Coles,Daily Expenses,-12.85,NO,"Pizza, twixt, cake"
2017-08-19,Batto Property Solutions,Rent,-1520.0,YES,Rent
2017-08-19,Woolworths,Daily Expenses,-4.5,NO,Gatorade
2017-08-19,Secure Parking,Transport,-7.0,NO,Parking hackaton
2017-08-20,eBay,Home,-351.16,YES,Vacuum Robot
2017-08-20,Others,Daily Expenses,-4.55,NO,Vegetables and fruits
2017-08-20,Others,Daily Expenses,-6.0,NO,Meat
2017-08-20,Others,Pleasure,-24.5,NO,Vietnames dinner
2017-08-20,Woolworths,Daily Expenses,-3.45,NO,Watermelon
2017-08-20,Coles,Daily Expenses,-12.19,NO,"Twixt, chips, leek, chilli, pees"
2017-08-20,ALDI,Daily Expenses,-12.13,NO,"Juice, corn, cheese, "
2017-08-20,Others,Daily Expenses,-10.95,NO,Cheese
2017-08-22,,Salary,2871.47,,Salary Juan
2017-08-22,Others,Pleasure,-33.0,NO,Fries with beer
2017-08-22,Click Energy,Utilities,-179.39,YES,Gas winter
2017-08-24,Woolworths,Daily Expenses,-17.79,NO,"Pizza, gatorade, chips, ice cream, "
2017-08-24,Netflix,Utilities,-14.0,YES,Netflix
2017-08-24,Gasoline,Transport,-49.5,YES,Gasoline
2017-08-25,Coles,Daily Expenses,-8.9,NO,Chicken
2017-08-25,Guzman y Gomez,Daily Expenses,-14.5,NO,Nachos
2017-08-25,Woolworths,Daily Expenses,-5.9,NO,Bread and fries
2017-08-25,Dan Murphy's,Alcohol,-12.5,NO,Beer
2017-08-26,Others,Daily Expenses,-18.29,NO,"Shrimps, meat, watermelon and peanuts"
2017-08-26,Others,Daily Expenses,-27.0,NO,Ribs baby
2017-08-27,Church,Daily Expenses,-17.0,NO,pies :D
2017-08-27,Others,Daily Expenses,-11.8,NO,Chicken and meat
2017-08-27,Others,Daily Expenses,-10.77,NO,Vegetables
2017-08-27,ALDI,Daily Expenses,-22.97,NO,"Cachews, juice, dry appricots, water"
2017-08-27,Woolworths,Daily Expenses,-12.46,NO,Rice and ribs
2017-08-28,Others,Daily Expenses,-3.8,NO,Coffee
2017-08-30,Woolworths,Daily Expenses,-7.9,NO,Chicken
2017-08-30,TPG,Utilities,-70.0,YES,Internet
2017-08-30,Click Energy,Utilities,-79.25,YES,Energy
2017-08-31,Dan Murphy's,Alcohol,-12.8,NO,Beers
2017-09-02,Guzman y Gomez,Daily Expenses,-9.5,NO,Nachos
2017-09-02,Others,Daily Expenses,-4.0,NO,Coke
2017-09-02,Others,Alcohol,-31.5,NO,Beers
2017-09-02,Others,Daily Expenses,-2.67,NO,Cheese
2017-09-02,Woolworths,Daily Expenses,-2.0,NO,Popcorn
2017-09-02,Others,Daily Expenses,-15.0,NO,Lunch team angel
2017-09-02,ALDI,Daily Expenses,-10.03,NO,Food
2017-09-03,ALDI,Daily Expenses,-12.57,NO,"cottage cheese, sweet potato"
2017-09-03,Others,Daily Expenses,-5.96,NO,Vegetables
2017-09-03,Others,Daily Expenses,-3.75,NO,Veggies
2017-09-03,Others,Daily Expenses,-3.65,NO,Chicken
2017-09-03,Dan Murphy's,Alcohol,-46.0,NO,Koko's birthday
2017-09-03,Others,Daily Expenses,-2.62,NO,Watermelon
2017-09-03,Woolworths,Daily Expenses,-9.95,NO,"Pizza, coke and cheese"
2017-09-04,Woolworths,Daily Expenses,-11.44,NO,"Cereal, milk, cheese and bacon"
2017-09-04,Dr Nicola Fitzgerald,Baby,-245.0,YES,Ultrasound 21 weeks
2017-09-05,Gasoline,Transport,-44.24,YES,Gasoline
2017-09-05,,Salary,2871.47,,Salary Juan
2017-09-06,,Interest,20.44,,Interest
2017-09-07,Telstra,Utilities,-35.05,YES,Telstra gato
2017-09-07,Woolworths,Daily Expenses,-10.94,NO,"Pizza, pies, chicken"
2017-09-08,Others,Daily Expenses,-11.0,NO,Gozlem
2017-09-08,Woolworths,Daily Expenses,-5.0,NO,Ice cream
2017-09-08,Guzman y Gomez,Daily Expenses,-25.5,NO,Nachos and beers
2017-09-09,Woolworths,Daily Expenses,-17.05,NO,"Usb, cheese, butter, sour cream, mineral water and gatorade"
2017-09-09,Coles,Daily Expenses,-1.71,NO,Watermelon
2017-09-09,IKEA,Home,-71.36,YES,a lot of things and perro
2017-09-09,Dan Murphy's,Alcohol,-26.0,NO,Beers
2017-09-09,Telstra,Utilities,-12.5,YES,Telstra Ana
2017-09-10,ALDI,Daily Expenses,-13.03,NO,"Juice, onion, walnuts"
2017-09-10,Others,Daily Expenses,-11.01,NO,Fruits and potatoes
2017-09-10,Woolworths,Daily Expenses,-9.49,NO,"Soap, toilet liquid and mouth wash"
2017-09-10,DFO,Clothing,-31.5,YES,Shoes duck
2017-09-10,Church,Daily Expenses,-8.5,NO,Church
2017-09-10,Others,Daily Expenses,-15.0,NO,Burger
2017-09-11,Woolworths,Daily Expenses,-3.62,NO,"Bread, tomato sauce and pop corn"
2017-09-11,Chemist,Baby,-13.0,YES,Iron
2017-09-12,Others,Daily Expenses,-5.5,NO,Fries
2017-09-12,Coles,Daily Expenses,-7.75,NO,Pies and yogurt
2017-09-13,Dr Nicola Fitzgerald,Baby,-2005.05,YES,First quote Dr Nicola - include rebate
2017-09-13,Woolworths,Daily Expenses,-8.22,NO,"Pizza, bread and soap"
2017-09-14,GU Health,Health,-217.0,YES,GU Health
2017-09-14,Others,Gift,-898.63,YES,Gift for parents
2017-09-14,,Gift Cards,351.16,,Avanade pay back $500 including express cooker
2017-09-14,,Salary,5746.0,,Ana
2017-09-14,eBay,Daily Expenses,-8.95,NO,iWatch band
2017-09-15,Guzman y Gomez,Daily Expenses,-15.5,NO,Friday's nachos
2017-09-15,Woolworths,Daily Expenses,-7.99,NO,Pizza
2017-09-15,Others,Daily Expenses,-4.48,NO,Fruits
2017-09-15,Others,Daily Expenses,-3.8,NO,Coffee
2017-09-15,Others,Daily Expenses,-4.0,NO,ice cream
2017-09-15,ALDI,Daily Expenses,-9.52,NO,"Eggs, flour, chocolate and strawberries"
2017-09-15,Others,Daily Expenses,-11.0,NO,Gozleme
2017-09-15,Others,Home,-58.07,YES,Sheets and towels
2017-09-17,ALDI,Daily Expenses,-15.61,NO,"Juice, milk, oil, carrots, onion, popcorn, pasta and tomato"
2017-09-17,Batto Property Solutions,Rent,-1520.0,YES,Rent September
2017-09-17,Others,Daily Expenses,-5.0,NO,Sausage
2017-09-17,MyKi,Transport,-324.72,YES,Myki September
2017-09-17,Others,Daily Expenses,-24.53,NO,Meat and chicken
2017-09-17,Northland Shopping Center,Daily Expenses,-26.97,NO,"Bocadillos, platano, arepa flour"
2017-09-18,Woolworths,Health,-19.6,NO,"Deodorants, cream and yogurt"
2017-09-18,Gasoline,Transport,-41.08,YES,Gasoline
2017-09-18,ALDI,Daily Expenses,-3.6,NO,Tuna and corn
2017-09-18,Chemist,Baby,-13.0,YES,Iron
2017-09-19,,Salary,2871.47,,Salary Juan
2017-09-22,Click Energy,Utilities,-23.91,YES,Gas
2017-09-22,Guzman y Gomez,Daily Expenses,-12.5,NO,Nachos
2017-09-22,Others,Daily Expenses,-3.75,NO,Chicken ribs
2017-09-22,Woolworths,Daily Expenses,-5.64,NO,"Watermelon, chorizo and bacon"
2017-09-22,Others,Daily Expenses,-7.15,NO,Veggies for bbq
2017-09-22,Others,Daily Expenses,-3.22,NO,Ice cream
2017-09-22,Coles,Daily Expenses,-1.5,NO,Tuna
2017-09-22,ALDI,Daily Expenses,-26.78,NO,"Socks, pistachos, mineral water and cheese"
2017-09-23,Dan Murphy's,Alcohol,-10.0,NO,Beers
2017-09-23,Chemist,Baby,-19.5,YES,Thyroid pills
2017-09-23,Netflix,Utilities,-14.0,YES,Netflix
2017-09-23,Gasoline,Transport,-20.04,YES,Gasoline
2017-09-23,Others,Baby,-800.0,YES,Pram and Capsule
2017-09-24,Others,Daily Expenses,-9.79,NO,Vegetables
2017-09-24,Others,Daily Expenses,-9.45,NO,Chicken and meat
2017-09-24,ALDI,Daily Expenses,-13.91,NO,"Juice, water, cheese, tuna and lettuce "
2017-09-25,Coles,Daily Expenses,-8.7,NO,"Nachos, cereal and "
2017-09-25,Car,Transport,-695.0,YES,Preston service 80K
2017-09-26,Others,Daily Expenses,-4.4,NO,ice cream
2017-09-26,Woolworths,Daily Expenses,-8.5,NO,ice cream and pies
2017-09-26,Others,Daily Expenses,-4.7,NO,Schnitz fries
2017-09-27,Others,Visa,-141.37,YES,Visa mama baby
2017-09-27,Others,Utilities,-23.08,YES,vpn
2017-09-28,TPG,Utilities,-70.0,YES,Internet
2017-09-28,Others,Daily Expenses,-12.9,NO,Lunch
2017-09-28,Others,Daily Expenses,-4.78,NO,Cheese
2017-09-28,Guzman y Gomez,Daily Expenses,-11.5,NO,lunch
2017-09-29,Others,Daily Expenses,-5.4,NO,Chicken ribs bbq
2017-09-29,Coles,Daily Expenses,-2.4,NO,doritos and water
2017-09-29,Others,Daily Expenses,-6.2,NO,vegetables bbq
2017-09-29,Woolworths,Daily Expenses,-10.0,NO,ice and trays
2017-09-30,Others,Daily Expenses,-6.0,NO,Borek
2017-09-30,Bunnings,Home,-24.44,NO,Things to fix home :D
2017-09-30,ALDI,Daily Expenses,-19.4,NO,"Ice cream, cheese, sponges, blueberries and yogurt"
2017-09-30,Others,Gift,-1000.0,YES,Telefono para madre
2017-10-01,Church,Daily Expenses,-7.0,NO,Church Tatalalo
2017-10-01,Others,Daily Expenses,-10.84,NO,Vegetables
2017-10-01,,Interest,26.0,,Interests september
2017-10-01,Woolworths,Daily Expenses,-15.25,NO,"Gatorade, pizza and juice"
2017-10-01,Woolworths,Daily Expenses,-15.58,NO,"Chicken, shrimps"
2017-10-03,,Salary,2871.47,,Salary Juan
2017-10-03,Woolworths,Daily Expenses,-16.18,NO,"Doritos, pop corn x2, pies and pizza"
2017-10-03,Click Energy,Utilities,-86.4,YES,Electricity
2017-10-03,Telstra,Utilities,-35.0,YES,Telstra Juan
2017-10-03,ALDI,Daily Expenses,-3.59,NO,lady's stuff
2017-10-05,ALDI,Daily Expenses,-5.96,NO,"Juice, water, mandarines and sardines"
2017-10-06,Guzman y Gomez,Daily Expenses,-15.5,NO,Nachos
2017-10-06,Dan Murphy's,Alcohol,-32.0,NO,Whiskey
2017-10-06,Coles,Daily Expenses,-10.25,NO,"Pizza, milk, cereal "
2017-10-06,Others,Daily Expenses,-2.48,NO,Bread
2017-10-07,Preston Market,Home,-20.0,NO,Flowers
2017-10-07,Others,Daily Expenses,-11.0,NO,Food
2017-10-07,ALDI,Daily Expenses,-14.29,NO,Things
2017-10-07,Woolworths,Daily Expenses,-5.5,NO,Gatorade for baby
2017-10-07,Secure Parking,Transport,-7.0,NO,Parking surprise
2017-10-07,Big W,Home,-17.5,NO,Extension
2017-10-07,Others,Health,-17.0,NO,Massage
2017-10-08,Others,Daily Expenses,-24.0,NO,Party cake
2017-10-08,Others,Baby,-348.0,YES,"Bottles, crap trash, shower and babypack"
2017-10-08,Gasoline,Transport,-48.34,YES,Baby fare
2017-10-08,Apple,Gift,-1179.0,YES,gatito happy bday
2017-10-09,Woolworths,Daily Expenses,-20.08,NO,"Gatorade, chicken, water and "
2017-10-09,Chemist,Baby,-27.99,YES,Vitamin D
2017-10-10,Telstra,Utilities,-14.37,YES,Telstra raccoon
2017-10-10,Chemist,Home,-5.99,NO,Thing for teeth
2017-10-11,Others,Daily Expenses,-23.0,NO,Lunch with Aby
2017-10-11,Guzman y Gomez,Daily Expenses,-18.5,NO,Nachos Colombia goes to the world cup
2017-10-12,Woolworths,Daily Expenses,-8.2,NO,Yogurt and cereal
2017-10-12,Ben Tsang Accountant,Home,-160.0,YES,Tax return 2017
2017-10-12,ALDI,Daily Expenses,-4.4,NO,"Water, juice "
2017-10-13,,Salary,6661.0,,Salary + gadget allowance
2017-10-14,Chemist,Baby,-3.99,YES,Pills
2017-10-14,Others,Daily Expenses,-14.66,NO,Others
2017-10-14,ALDI,Daily Expenses,-7.95,NO,Things
2017-10-14,The Good Guy,Home,-19.95,YES,Plate for bbq
2017-10-14,Others,Alcohol,-63.5,NO,Beers + nachos
2017-10-14,ALDI,Daily Expenses,-8.04,NO,Toilet paper
2017-10-14,Coles,Daily Expenses,-7.5,NO,Gatorade bbq
2017-10-14,The Good Guy,Home,-179.0,YES,Air fryer
2017-10-14,Others,Daily Expenses,-5.0,NO,Sausage
2017-10-14,GU Health,Health,-217.0,YES,Guhealth
2017-10-14,Others,Daily Expenses,-12.3,NO,BBQ meat
2017-10-15,eBay,Gift,-6.0,YES,Bluetooth car
2017-10-15,Others,Daily Expenses,-6.14,NO,Vegetbles
2017-10-15,Others,Daily Expenses,-1.5,NO,Candles church
2017-10-16,Woolworths,Daily Expenses,-51.25,NO,"Ice cream, brocolli, eggs, cake, odor, servillets, chicken, etc "
2017-10-16,Others,Daily Expenses,-15.0,YES,Training unity
2017-10-16,Others,Health,-7.0,YES,Dentist
2017-10-18,Others,Gift,-120.0,YES,Printer papa's birthday
2017-10-18,Click Energy,Utilities,-122.35,YES,Gas
2017-10-18,Batto Property Solutions,Rent,-1520.0,YES,Rent
2017-10-18,,Salary,3014.4,,Salary Juan + overtime
2017-10-20,Others,Daily Expenses,-3.8,NO,coffee
2017-10-20,Coles,Daily Expenses,-10.31,NO,cheese
2017-10-20,Coles,Daily Expenses,-7.0,NO,milk & pizza
2017-10-20,Gasoline,Transport,-28.14,YES,gasoline cheap
2017-10-20,,ATO,5485.75,,tax return brisbane
2017-10-21,,ATO,766.75,,Tax angel 2016-2017
2017-10-21,Others,Daily Expenses,-59.5,NO,Ash invitation because of birthday
2017-10-21,Dan Murphy's,Alcohol,-33.0,NO,Vodka
2017-10-21,Others,Health,-17.0,YES,Massage
2017-10-22,MyKi,Transport,-324.72,YES,Myki Ana and Juan
2017-10-22,Others,Daily Expenses,-14.29,NO,Vegetables
2017-10-22,Woolworths,Daily Expenses,-8.21,NO,Ribs
2017-10-23,Woolworths,Daily Expenses,-56.61,NO,"pork ribs, chicken, milk, bread, water, chips, tissues, toilet cleaner"
2017-10-23,Netflix,Utilities,-14.0,YES,October - November
2017-10-23,Dan Murphy's,Alcohol,-23.0,NO,Vodka x 2
2017-10-23,Others,Daily Expenses,-4.9,NO,Ice cream certification
2017-10-27,Chemist,Health,-19.48,YES,"Eye drops, iron pills "
2017-10-27,Others,Home,-16.0,YES,Christmas decorations
2017-10-27,Others,Daily Expenses,-27.0,NO,Lunch raccoon
2017-10-27,Coles,Daily Expenses,-3.65,NO,Doritos and gatorade vaccine crying baby
2017-10-27,Coles,Daily Expenses,-12.29,NO,"Pizza, yogurt and cereal"
2017-10-28,DFO,Clothing,-176.1,YES,"Shoes, shirt and t-shirt"
2017-10-28,Woolworths,Daily Expenses,-19.74,NO,"Soy sauce, bbq souce, five spice, watermelon, cheese and sausage"
2017-10-28,Others,Home,-5.0,YES,Place sticker on iPad
2017-10-29,Coles,Daily Expenses,-4.0,NO,Gatorade
2017-10-29,Church,Daily Expenses,-13.0,NO,pies and candles
2017-10-29,Others,Daily Expenses,-3.6,NO,Chicken
2017-10-29,Northland Shopping Center,Daily Expenses,-10.0,NO,Bocadillos
2017-10-29,Northland Shopping Center,Baby,-19.96,YES,Blanquito the bear
2017-10-30,Woolworths,Daily Expenses,-52.6,NO,"Water, pork, chips, watermelon, juice, eggs, chicken, chorizo"
2017-10-31,Others,Avanade,-28.62,YES,exam 70-534
